"Ano Lançamento","Mês Base Lançamento","Esfera Orçamentária",,"UO - Órgão Máximo",,"Unidade Orçamentária",,"Grupo Despesa",,"Modalidade Aplicação",,"Resultado EOF",,"Função Governo",,"Subfunção Governo",,"Programa Governo",,"Ação Governo",,"Região PT","UF PT",,"Município PT","Movim. Líquido - R$ (Item Informação)"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","RN","RIO GRANDE DO NORTE","SEM INFORMACAO","110,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","SE","SERGIPE","ROSARIO DO CATETE","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","SE","SERGIPE","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","AC","ACRE","ASSIS BRASIL","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","AC","ACRE","EPITACIOLANDIA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","AM","AMAZONAS","EIRUNEPE","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","AM","AMAZONAS","SANTA ISABEL DO RIO NEGRO","3.720,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","TO","TOCANTINS","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","MG","MINAS GERAIS","DORES DE CAMPOS","845,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","MG","MINAS GERAIS","SANTA JULIANA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","1.518,96"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","RJ","RIO DE JANEIRO","ANGRA DOS REIS","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","RJ","RIO DE JANEIRO","GUAPIMIRIM","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","RJ","RIO DE JANEIRO","SEM INFORMACAO","56,65"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","SP","SAO PAULO","CRUZALIA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","SP","SAO PAULO","LAVINIA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","SP","SAO PAULO","MOGI DAS CRUZES","65,40"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","PR","PARANA","SAO JOSE DOS PINHAIS","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","PR","PARANA","SEM INFORMACAO","7.540,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","RS","RIO GRANDE DO SUL","IMBE","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2076","DESENVOLVIMENTO E PROMOCAO DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","SC","SANTA CATARINA","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","CENTRO-OESTE","GO","GOIAS","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","CENTRO-OESTE","MT","MATO GROSSO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","CENTRO-OESTE","MS","MATO GROSSO DO SUL","SEM INFORMACAO","12.000,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","AL","ALAGOAS","BARRA DE SAO MIGUEL","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","BA","BAHIA","SEM INFORMACAO","20.722,94"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","CE","CEARA","ACOPIARA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","CE","CEARA","SEM INFORMACAO","4.532,89"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","CE","CEARA","VARJOTA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","MA","MARANHAO","SEM INFORMACAO","1.924,42"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","PB","PARAIBA","SEM INFORMACAO","6.796,91"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","PI","PIAUI","SEM INFORMACAO","7.690,29"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","RN","RIO GRANDE DO NORTE","SEM INFORMACAO","3.253,87"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","SE","SERGIPE","SEM INFORMACAO","955,42"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","AM","AMAZONAS","SEM INFORMACAO","1.226,74"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","RO","RONDONIA","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORTE","TO","TOCANTINS","SEM INFORMACAO","1.110,43"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","ES","ESPIRITO SANTO","SEM INFORMACAO","138,56"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","MG","MINAS GERAIS","GURINHATA","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","MG","MINAS GERAIS","SEM INFORMACAO","11.144,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","RJ","RIO DE JANEIRO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","SP","SAO PAULO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","PR","PARANA","SEM INFORMACAO","2.866,27"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","RS","RIO GRANDE DO SUL","SEM INFORMACAO","24.004,32"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","SC","SANTA CATARINA","SEM INFORMACAO","4.545,02"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2223","A HORA DO TURISMO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","-8","SEM INFORMACAO","SEM INFORMACAO","1.910,85"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","CENTRO-OESTE","MT","MATO GROSSO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","AL","ALAGOAS","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","BA","BAHIA","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","NORDESTE","PE","PERNAMBUCO","SEM INFORMACAO","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUDESTE","RJ","RIO DE JANEIRO","CAMBUCI","0,00"
"2025","MARCO","1","ORCAMENTO FISCAL","54000","MINISTERIO DO TURISMO","54101","MINISTERIO DO TURISMO","4","INVESTIMENTOS","90","APLICACOES DIRETAS","6","DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL","23","COMERCIO E SERVICOS","695","TURISMO","2323","TURISMO, ESSE E O DESTINO","10V0","APOIO A PROJETOS DE INFRAESTRUTURA TURISTICA","SUL","PR","PARANA","SEM INFORMACAO","0,00"
